Statement,Code,Score,Score_v2,strict_score,lenient_score
"Understand and interpret product binning methods, optimization techniques, and tools for data analysis and statistics.",A6.B.2.x.18372,0.651,0.423,0.0,0.423
Participate in and provide guidance on data modeling activities within data architecture governance.,A6.A.14.f.22300,0.613,0.509,0.0,0.0
"Collaborates with teams to identify and explore opportunities for the application of machine learning, predictive analysis, and improving existing models.",A6.J.6.b.24324,0.652,0.55,0.0,0.55
"Ability to manage telework schedules, ensure security and confidentiality of sensitive information, and comply with agency policies and procedures in fields such as computer science and project management.",A6.G.2.q.11302,0.404,0.195,0.0,0.0
"Skilled in analyzing complex technology processes, procedures, and data to develop logical conclusions and comprehensive reports.",A6.D.0.k.19390,0.734,0.448,0.0,0.0
"Perform logic synthesis, static timing analysis, and timing closure in software, simulations, and hardware development.",A6.A.3.e.16114,0.742,0.363,0.0,0.363
"Strong supervisory experience in managing and mentoring professional and paraprofessional staff, including field crews and data teams.",A6.A.19.h.11122,0.652,0.185,0.0,0.0
Manage and mentor a team of data scientists and machine learning engineers to develop and deploy traditional data science and Gen AI applications supporting the finance department.,A6.I.2.a.24126,0.653,0.546,0.0,0.0
"Proficient in applying statistical methods for data analysis, including exploratory data analysis and hypothesis testing, while utilizing the scientific method to form and validate hypotheses.",A6.B.5.f.18251,0.554,0.42,0.0,0.0
"Proficient in statistical principles, data mining, and visualization techniques, employing various methodologies and tools for effective scientific data analysis.",A6.C.4.q.26077,0.712,0.586,0.0,0.0
"Solid understanding of data modeling techniques, including star and snowflake schemas, normalization, and experience with both transactional and analytical workloads.",A6.A.14.f.22126,0.612,0.506,0.0,0.0
"Strong understanding of data analysis, budgeting, financial planning, and business operations for effective budget management and capital practices.",A6.C.7.b.13463,0.611,0.28,0.0,0.0
"Solid understanding and application of computer science fundamentals, including concepts related to software, hardware, troubleshooting, and computer graphics.",A6.A.9.e.22347,0.689,0.51,0.0,0.0
"Has a solid understanding of computer architecture and operating system fundamentals, along with hands-on experience in assembly-level programming.",A6.A.9.e.18298,0.679,0.421,0.0,0.0
Use machine learning and experiments to develop effective and scalable solutions.,A6.J.11.f.29627,0.735,0.727,0.0,0.727
"A strong grasp of data engineering principles, encompassing data modeling, ETL/ELT processes, integration patterns, and database design within data warehousing.",A6.A.14.ai.28196,0.637,0.643,0.0,0.0
"Solid understanding of statistical analysis, data modeling, and various statistical techniques for data interpretation and predictive modeling.",A6.B.5.c.21682,0.652,0.497,0.0,0.0
"Solid understanding of networking concepts, protocols, technologies, security best practices, and device telemetry.",A6.E.3.j.13464,0.664,0.28,0.0,0.28
"Solid understanding of data analysis principles, business reporting, quality assurance, data management, and business process modeling to develop insights and support business objectives.",A6.D.0.o.16471,0.638,0.373,0.0,0.0
"Solid understanding of data modeling concepts, ETL processes, and data warehousing principles.",A6.A.14.ai.24747,0.63,0.558,0.0,0.0
"Proficient in IT development, support processes, and technical support issues within the healthcare, pharmaceutical, and technology industries, along with knowledge of containerization, multimedia technology, security concepts, and current industry trends.",A6.A.15.u.13257,0.679,0.273,0.0,0.0
"Proficient in engineering principles and practices, including mechanical, electrical, and industrial systems, with a strong focus on design, validation, safety, and problem-solving skills.",A6.A.15.c.13017,0.67,0.264,0.0,0.0
"Proficient in developing and optimizing malware detection algorithms, conducting malware analysis, and reverse engineering, with a solid understanding of malware and virus propagation vectors.",A6.A.13.h.12775,0.687,0.255,0.0,0.0
"Demonstrate a solid understanding of relational database management systems, data modeling, and schema design.",A6.A.14.f.19643,0.636,0.454,0.0,0.454
"Write scripts or applications to automate data collection, analysis, and reporting tasks.",A6.K.0.b.21368,0.69,0.491,0.0,0.0
"Proficient in utilizing advanced analytics, artificial intelligence, machine learning, and predictive analytics to derive insights from data and address complex business challenges.",A6.J.4.c.28371,0.607,0.649,0.649,0.649
"Skill in leveraging data, analytics, robotics, science, and cognitive technologies to uncover hidden relationships, generate insights, and inform decision-making.",A6.D.0.u.23570,0.648,0.535,0.0,0.535
"Conduct data analysis, financial modeling, and business analysis on a cloud platform.",A6.B.2.s.18205,0.655,0.419,0.0,0.0
"Solid understanding of data engineering principles, data architecture, data integration technologies, and related tools.",A6.A.14.f.29144,0.674,0.685,0.0,0.0
"Proficient in data engineering, analytics workflows, data analysis, data visualization, and applying data science principles to solve business problems.",A6.B.7.b.26750,0.655,0.602,0.0,0.0
"Proficient in data management, data analysis, and data pipeline architecture, with knowledge of analytics integration and AWS tools.",A6.C.1.c.21523,0.655,0.494,0.0,0.0
"Demonstrate a solid understanding of data modeling principles, relational databases, and data querying concepts.",A6.A.14.f.23269,0.632,0.529,0.0,0.0
"Proficient in the design, development, qualification, assembly, installation, and support of automated environmental measuring equipment.",A6.A.15.k.14518,0.718,0.317,0.0,0.0
"Solid understanding of data warehousing concepts, data modeling, and data integration techniques, including experience with dimensional modeling and SQL.",A6.A.14.ai.20833,0.626,0.48,0.0,0.0
"Proficient in data modeling, data warehousing, relational and NoSQL database design, and SQL integration.",A6.A.14.f.24527,0.624,0.554,0.0,0.0
"Advanced proficiency in financial modeling, data analysis, forecasting, and reporting, utilizing various tools and software applications.",A6.D.0.l.18635,0.671,0.43,0.0,0.0
"Has a solid understanding and experience in data mining techniques, data analysis principles, and related tools and methodologies.",A6.A.14.e.23769,0.673,0.539,0.0,0.0
"Solid understanding of data modeling, database design, and management including SQL and NoSQL technologies to support high-performance data solutions.",A6.B.8.i.21882,0.639,0.501,0.0,0.0
"Demonstrate a solid understanding of SQL, relational and NoSQL databases, data modeling principles, and database management processes.",A6.A.14.f.18252,0.668,0.42,0.0,0.0
"Proficient in financial modeling and data analysis, including developing and analyzing complex financial models, forecasts, and decision-making tools.",A6.C.3.b.17247,0.672,0.395,0.0,0.0
Proficient in building and utilizing financial models using Excel for financial planning and analysis.,A6.A.7.j.14226,0.665,0.307,0.0,0.307
"Proficient in data modeling techniques, including OLTP, ODS, and dimensional modeling, with the ability to effectively communicate complex concepts to diverse audiences.",A6.A.14.b.24171,0.648,0.547,0.0,0.0
"Proficient in data science principles, methodologies, integration patterns, quality concepts, visualization techniques, data collection tools, and data loss prevention tactics.",A6.A.22.f.27766,0.663,0.63,0.0,0.0
"Possesses comprehensive knowledge of utility operations, coordination, infrastructure management, regulatory requirements, and industry trends.",A6.A.13.c.13843,0.715,0.293,0.0,0.0
"Has a solid understanding of data modeling concepts, techniques, governance, and data visualization, including experience with data quality and specific systems.",A6.A.14.f.24021,0.655,0.544,0.0,0.0
"Knowledge and experience in data collection, warehousing systems, and data cleansing techniques.",A6.B.5.c.26078,0.659,0.586,0.0,0.0
"Possesses a solid understanding of data governance, metadata management, data quality principles, and related data management concepts and frameworks.",A6.A.14.d.20834,0.644,0.48,0.0,0.0
"Solid understanding of data governance, security, privacy, and compliance principles and practices.",A6.A.14.d.19431,0.664,0.449,0.0,0.0
"Possesses a solid understanding of data governance, security, quality, and compliance best practices, including data privacy laws.",A6.A.14.d.18973,0.634,0.438,0.0,0.0
"Solid understanding of data modeling, data governance, and security best practices, including encryption, key management, and compliance requirements.",A6.A.14.d.17665,0.599,0.406,0.0,0.0
"Proficient in instrument control, machine learning, software development, and computer vision, with a strong engineering background and hands-on experience in related technologies.",A6.J.3.c.19644,0.725,0.454,0.454,0.454
