terms,label,EuropaCode
Flexibility,management skills,S4.0
Flexibility,apply basic programming skills,T1.3
Teamwork,information skills,S2.0
Teamwork,management skills,S4.0
Teamwork,apply basic programming skills,T1.3
Production management,management skills,S4.0
Production management,manage time,T3.1
Production management,allocating and controlling physical resources,S4.3
Solution implementation skills,information skills,S2.0
Solution implementation skills,management skills,S4.0
Solution implementation skills,solve problems,T2.3
Mentor and advise personnel on engineering topics,advising on workplace health and safety issues,S1.5
Mentor and advise personnel on engineering topics,advise others,T4.2
Mentor and advise personnel on engineering topics,information skills,S2.0
Analyze and manage complexity,manage time,T3.1
Analyze and manage complexity,manage financial and material resources,T6.5
Analyze and manage complexity,management skills,S4.0
Risk management,management skills,S4.0
Risk management,manage time,T3.1
Risk management,manage financial and material resources,T6.5
Manage risk,allocating and controlling physical resources,S4.3
Manage risk,management skills,S4.0
Decompose requirements,allocating and controlling physical resources,S4.3
Manage risk,manage time,T3.1
Decompose requirements,management skills,S4.0
Decompose requirements,implementing new procedures or processes,S1.9
Integrate software and hardware,allocating and controlling physical resources,S4.3
Integrate software and hardware,implementing new procedures or processes,S1.9
Integrate software and hardware,use communication and collaboration software,T1.3
Verification and validation,allocating and controlling physical resources,S4.3
Verification and validation,information skills,S2.0
Verification and validation,use communication and collaboration software,T1.3
Provide technical guidance,apply knowledge of science technology and engineering,T6.6
Provide technical guidance,providing general assistance to people,S3.4
Provide technical guidance,management skills,S4.0
Provide technical leadership,apply knowledge of science technology and engineering,T6.6
Provide technical leadership,providing general assistance to people,S3.4
Provide technical leadership,management skills,S4.0
Knowledge of property management business procedures,management skills,S4.0
Knowledge of property management business procedures,allocating and controlling physical resources,S4.3
Knowledge of property management business procedures,implementing new procedures or processes,S1.9
Record keeping,information skills,S2.0
Record keeping,management skills,S4.0
Record keeping,organise information objects and resources,T2.2
Scheduling,information skills,S2.0
Scheduling,management skills,S4.0
Scheduling,organise information objects and resources,T2.2
Project leadership,allocating and controlling physical resources,S4.3
Project leadership,planning production processes,S4.2
Experience in networking technologies (Enterprise IT SCADA ABMS),build networks,T4.3
Experience in networking technologies (Enterprise IT SCADA ABMS),management skills,S4.0
adhere to standards policies protocols and best practices,apply hygiene standards,T6.1
Project leadership,implementing new procedures or processes,S1.9
Mathematics proficiency,information skills,S2.0
Mathematics proficiency,apply basic programming skills,T1.3
Mathematics proficiency,management skills,S4.0
adhere to standards policies protocols and best practices,implementing new procedures or processes,S1.9
adhere to standards policies protocols and best practices,promote the principles of democracy and rule of law,T6.3
Experience in networking technologies (Enterprise IT SCADA ABMS),demonstrate intercultural competence,T4.3
Communication skills,work in teams,T4.3
Communication skills,leading and motivating,S4.5
Leadership skills,work in teams,T4.3
Ability to own deliverables,work in teams,T4.3
Ability to own deliverables,leading and motivating,S4.5
Ability to own deliverables,building and developing teams,S4.6
Integrity,work in teams,T4.3
Integrity,leading and motivating,S4.5
Integrity,building and developing teams,S4.6
Initiative,work in teams,T4.3
Initiative,leading and motivating,S4.5
Initiative,building and developing teams,S4.6
Creativity,work in teams,T4.3
Creativity,leading and motivating,S4.5
Creativity,building and developing teams,S4.6
Passion,work in teams,T4.3
Passion,leading and motivating,S4.5
Passion,building and developing teams,S4.6
Ability to work in an ambiguous environment,work in teams,T4.3
Ability to work in an ambiguous environment,leading and motivating,S4.5
Ability to work in an ambiguous environment,building and developing teams,S4.6
Problem-solving skills,work in teams,T4.3
Troubleshooting skills,work in teams,T4.3
Troubleshooting skills,information skills,S2.0
Troubleshooting skills,leading and motivating,S4.5
Mature judgment,work in teams,T4.3
Mature judgment,leading and motivating,S4.5
Mature judgment,building and developing teams,S4.6
Hands-on experience,information skills,S2.0
Hands-on experience,management skills,S4.0
Hands-on experience,apply basic programming skills,T1.3
Strong organizational,show entrepreneurial spirit,T6.5
Strong organizational,protect the health of others,T6.1
Strong organizational,build team spirit,T4.4
Planning skills,plan,T2.2
Planning skills,show entrepreneurial spirit,T6.5
Planning skills,protect the health of others,T6.1
Organizational skills,use communication and collaboration software,T1.3
Critical thinking skills,identify problems,T2.3
Administrative skills,information skills,S2.0
Administrative skills,management skills,S4.0
Administrative skills,performing general clerical and administrative tasks,S4.4
Experience managing plans across the Americas region,plan,T2.2
Communication skills,use communication and collaboration software,T1.3
Experience managing plans across the Americas region,allocating and controlling physical resources,S4.3
Experience managing plans across the Americas region,monitoring developments in area of expertise,S2.9
Retirement plan management,management skills,S4.0
Retirement plan management,allocating and controlling physical resources,S4.3
